name,id,admin_level,type,type_noneng,ISO3,source
Dewanganj,BGD::Dhaka::Jamalpur::Dewanganj,3,upazilla,Upazilla,BGD,GADM
Islampur,BGD::Dhaka::Jamalpur::Islampur,3,upazilla,Upazilla,BGD,GADM
Jamalpur Sadar,BGD::Dhaka::Jamalpur::Jamalpur Sadar,3,upazilla,Upazilla,BGD,GADM
Madarganj,BGD::Dhaka::Jamalpur::Madarganj,3,upazilla,Upazilla,BGD,GADM
Melandaha,BGD::Dhaka::Jamalpur::Melandaha,3,upazilla,Upazilla,BGD,GADM
Sarishabari,BGD::Dhaka::Jamalpur::Sarishabari,3,upazilla,Upazilla,BGD,GADM
Austagram,BGD::Dhaka::Kishoreganj::Austagram,3,upazilla,Upazilla,BGD,GADM
Bajitpur,BGD::Dhaka::Kishoreganj::Bajitpur,3,upazilla,Upazilla,BGD,GADM
Bhairab,BGD::Dhaka::Kishoreganj::Bhairab,3,upazilla,Upazilla,BGD,GADM
Hossainpur,BGD::Dhaka::Kishoreganj::Hossainpur,3,upazilla,Upazilla,BGD,GADM
Itna,BGD::Dhaka::Kishoreganj::Itna,3,upazilla,Upazilla,BGD,GADM
Karimganj,BGD::Dhaka::Kishoreganj::Karimganj,3,upazilla,Upazilla,BGD,GADM
Katiadi,BGD::Dhaka::Kishoreganj::Katiadi,3,upazilla,Upazilla,BGD,GADM
Kishoreganj Sadar,BGD::Dhaka::Kishoreganj::Kishoreganj Sadar,3,upazilla,Upazilla,BGD,GADM
Kuliar Char,BGD::Dhaka::Kishoreganj::Kuliar Char,3,upazilla,Upazilla,BGD,GADM
Mithamain,BGD::Dhaka::Kishoreganj::Mithamain,3,upazilla,Upazilla,BGD,GADM
Nikli,BGD::Dhaka::Kishoreganj::Nikli,3,upazilla,Upazilla,BGD,GADM
Pakundia,BGD::Dhaka::Kishoreganj::Pakundia,3,upazilla,Upazilla,BGD,GADM
Tarail,BGD::Dhaka::Kishoreganj::Tarail,3,upazilla,Upazilla,BGD,GADM
Kalkini,BGD::Dhaka::Madaripur::Kalkini,3,upazilla,Upazilla,BGD,GADM
Madaripur Sadar,BGD::Dhaka::Madaripur::Madaripur Sadar,3,upazilla,Upazilla,BGD,GADM
Rajoir,BGD::Dhaka::Madaripur::Rajoir,3,upazilla,Upazilla,BGD,GADM
Shib Char,BGD::Dhaka::Madaripur::Shib Char,3,upazilla,Upazilla,BGD,GADM
Daulatpur,BGD::Dhaka::Manikganj::Daulatpur,3,upazilla,Upazilla,BGD,GADM
Ghior,BGD::Dhaka::Manikganj::Ghior,3,upazilla,Upazilla,BGD,GADM
Harirampur,BGD::Dhaka::Manikganj::Harirampur,3,upazilla,Upazilla,BGD,GADM
Manikganj Sadar,BGD::Dhaka::Manikganj::Manikganj Sadar,3,upazilla,Upazilla,BGD,GADM
Saturia,BGD::Dhaka::Manikganj::Saturia,3,upazilla,Upazilla,BGD,GADM
Shibalaya,BGD::Dhaka::Manikganj::Shibalaya,3,upazilla,Upazilla,BGD,GADM
Singair,BGD::Dhaka::Manikganj::Singair,3,upazilla,Upazilla,BGD,GADM
Gazaria,BGD::Dhaka::Munshiganj::Gazaria,3,upazilla,Upazilla,BGD,GADM
Lohajang,BGD::Dhaka::Munshiganj::Lohajang,3,upazilla,Upazilla,BGD,GADM
Munshiganj Sadar,BGD::Dhaka::Munshiganj::Munshiganj Sadar,3,upazilla,Upazilla,BGD,GADM
Serajdikhan,BGD::Dhaka::Munshiganj::Serajdikhan,3,upazilla,Upazilla,BGD,GADM
Sreenagar,BGD::Dhaka::Munshiganj::Sreenagar,3,upazilla,Upazilla,BGD,GADM
Tongibari,BGD::Dhaka::Munshiganj::Tongibari,3,upazilla,Upazilla,BGD,GADM
Bhaluka,BGD::Dhaka::Mymensingh::Bhaluka,3,upazilla,Upazilla,BGD,GADM
Dhobaura,BGD::Dhaka::Mymensingh::Dhobaura,3,upazilla,Upazilla,BGD,GADM
Fulbaria,BGD::Dhaka::Mymensingh::Fulbaria,3,upazilla,Upazilla,BGD,GADM
Gaffargaon,BGD::Dhaka::Mymensingh::Gaffargaon,3,upazilla,Upazilla,BGD,GADM
Gauripur,BGD::Dhaka::Mymensingh::Gauripur,3,upazilla,Upazilla,BGD,GADM
Haluaghat,BGD::Dhaka::Mymensingh::Haluaghat,3,upazilla,Upazilla,BGD,GADM
Ishwarganj,BGD::Dhaka::Mymensingh::Ishwarganj,3,upazilla,Upazilla,BGD,GADM
Muktagachha,BGD::Dhaka::Mymensingh::Muktagachha,3,upazilla,Upazilla,BGD,GADM
Mymensingh Sadar,BGD::Dhaka::Mymensingh::Mymensingh Sadar,3,upazilla,Upazilla,BGD,GADM
Nandail,BGD::Dhaka::Mymensingh::Nandail,3,upazilla,Upazilla,BGD,GADM
Phulpur,BGD::Dhaka::Mymensingh::Phulpur,3,upazilla,Upazilla,BGD,GADM
Trishal,BGD::Dhaka::Mymensingh::Trishal,3,upazilla,Upazilla,BGD,GADM
Araihazar,BGD::Dhaka::Narayanganj::Araihazar,3,upazilla,Upazilla,BGD,GADM
Bandar,BGD::Dhaka::Narayanganj::Bandar,3,upazilla,Upazilla,BGD,GADM
Narayanganj Sadar,BGD::Dhaka::Narayanganj::Narayanganj Sadar,3,upazilla,Upazilla,BGD,GADM
Rupganj,BGD::Dhaka::Narayanganj::Rupganj,3,upazilla,Upazilla,BGD,GADM
Sonargaon,BGD::Dhaka::Narayanganj::Sonargaon,3,upazilla,Upazilla,BGD,GADM
Belabo,BGD::Dhaka::Narsingdi::Belabo,3,upazilla,Upazilla,BGD,GADM
Manohardi,BGD::Dhaka::Narsingdi::Manohardi,3,upazilla,Upazilla,BGD,GADM
Narsingdi Sadar,BGD::Dhaka::Narsingdi::Narsingdi Sadar,3,upazilla,Upazilla,BGD,GADM
Palash,BGD::Dhaka::Narsingdi::Palash,3,upazilla,Upazilla,BGD,GADM
Roypura,BGD::Dhaka::Narsingdi::Roypura,3,upazilla,Upazilla,BGD,GADM
Shibpur,BGD::Dhaka::Narsingdi::Shibpur,3,upazilla,Upazilla,BGD,GADM
Atpara,BGD::Dhaka::Netrakona::Atpara,3,upazilla,Upazilla,BGD,GADM
Barhatta,BGD::Dhaka::Netrakona::Barhatta,3,upazilla,Upazilla,BGD,GADM
Durgapur,BGD::Dhaka::Netrakona::Durgapur,3,upazilla,Upazilla,BGD,GADM
Kalmakanda,BGD::Dhaka::Netrakona::Kalmakanda,3,upazilla,Upazilla,BGD,GADM
Kendua,BGD::Dhaka::Netrakona::Kendua,3,upazilla,Upazilla,BGD,GADM
Khaliajuri,BGD::Dhaka::Netrakona::Khaliajuri,3,upazilla,Upazilla,BGD,GADM
Madan,BGD::Dhaka::Netrakona::Madan,3,upazilla,Upazilla,BGD,GADM
Mohanganj,BGD::Dhaka::Netrakona::Mohanganj,3,upazilla,Upazilla,BGD,GADM
Netrokona Sadar,BGD::Dhaka::Netrakona::Netrokona Sadar,3,upazilla,Upazilla,BGD,GADM
Purbadhala,BGD::Dhaka::Netrakona::Purbadhala,3,upazilla,Upazilla,BGD,GADM
Balia Kandi,BGD::Dhaka::Rajbari::Balia Kandi,3,upazilla,Upazilla,BGD,GADM
Goalandaghat,BGD::Dhaka::Rajbari::Goalandaghat,3,upazilla,Upazilla,BGD,GADM
Kalukhali,BGD::Dhaka::Rajbari::Kalukhali,3,upazilla,Upazilla,BGD,GADM
Pangsha,BGD::Dhaka::Rajbari::Pangsha,3,upazilla,Upazilla,BGD,GADM
Rajbari Sadar,BGD::Dhaka::Rajbari::Rajbari Sadar,3,upazilla,Upazilla,BGD,GADM
Bhedarganj,BGD::Dhaka::Shariatpur::Bhedarganj,3,upazilla,Upazilla,BGD,GADM
Damudya,BGD::Dhaka::Shariatpur::Damudya,3,upazilla,Upazilla,BGD,GADM
Gosairhat,BGD::Dhaka::Shariatpur::Gosairhat,3,upazilla,Upazilla,BGD,GADM
Naria,BGD::Dhaka::Shariatpur::Naria,3,upazilla,Upazilla,BGD,GADM
Shariatpur Sadar,BGD::Dhaka::Shariatpur::Shariatpur Sadar,3,upazilla,Upazilla,BGD,GADM
Zanjira,BGD::Dhaka::Shariatpur::Zanjira,3,upazilla,Upazilla,BGD,GADM
Jhenaigati,BGD::Dhaka::Sherpur::Jhenaigati,3,upazilla,Upazilla,BGD,GADM
Nakla,BGD::Dhaka::Sherpur::Nakla,3,upazilla,Upazilla,BGD,GADM
Nalitabari,BGD::Dhaka::Sherpur::Nalitabari,3,upazilla,Upazilla,BGD,GADM
Sherpur Sadar,BGD::Dhaka::Sherpur::Sherpur Sadar,3,upazilla,Upazilla,BGD,GADM
Sreebardi,BGD::Dhaka::Sherpur::Sreebardi,3,upazilla,Upazilla,BGD,GADM
Basail,BGD::Dhaka::Tangail::Basail,3,upazilla,Upazilla,BGD,GADM
Bhuapur,BGD::Dhaka::Tangail::Bhuapur,3,upazilla,Upazilla,BGD,GADM
Delduar,BGD::Dhaka::Tangail::Delduar,3,upazilla,Upazilla,BGD,GADM
Dhanbari,BGD::Dhaka::Tangail::Dhanbari,3,upazilla,Upazilla,BGD,GADM
Ghatail,BGD::Dhaka::Tangail::Ghatail,3,upazilla,Upazilla,BGD,GADM
Gopalpur,BGD::Dhaka::Tangail::Gopalpur,3,upazilla,Upazilla,BGD,GADM
Kalihati,BGD::Dhaka::Tangail::Kalihati,3,upazilla,Upazilla,BGD,GADM
Madhupur,BGD::Dhaka::Tangail::Madhupur,3,upazilla,Upazilla,BGD,GADM
Mirzapur,BGD::Dhaka::Tangail::Mirzapur,3,upazilla,Upazilla,BGD,GADM
Nagarpur,BGD::Dhaka::Tangail::Nagarpur,3,upazilla,Upazilla,BGD,GADM
Sakhipur,BGD::Dhaka::Tangail::Sakhipur,3,upazilla,Upazilla,BGD,GADM
Tangail Sadar,BGD::Dhaka::Tangail::Tangail Sadar,3,upazilla,Upazilla,BGD,GADM
Bagerhat Sadar,BGD::Khulna::Bagerhat::Bagerhat Sadar,3,upazilla,Upazilla,BGD,GADM
Chitalmari,BGD::Khulna::Bagerhat::Chitalmari,3,upazilla,Upazilla,BGD,GADM
Fakirhat,BGD::Khulna::Bagerhat::Fakirhat,3,upazilla,Upazilla,BGD,GADM
Kachua,BGD::Khulna::Bagerhat::Kachua,3,upazilla,Upazilla,BGD,GADM
Mollahat,BGD::Khulna::Bagerhat::Mollahat,3,upazilla,Upazilla,BGD,GADM
Mongla,BGD::Khulna::Bagerhat::Mongla,3,upazilla,Upazilla,BGD,GADM
Morrelganj,BGD::Khulna::Bagerhat::Morrelganj,3,upazilla,Upazilla,BGD,GADM
Rampal,BGD::Khulna::Bagerhat::Rampal,3,upazilla,Upazilla,BGD,GADM
Sarankhola,BGD::Khulna::Bagerhat::Sarankhola,3,upazilla,Upazilla,BGD,GADM
Alamdanga,BGD::Khulna::Chuadanga::Alamdanga,3,upazilla,Upazilla,BGD,GADM
Chuadanga Sadar,BGD::Khulna::Chuadanga::Chuadanga Sadar,3,upazilla,Upazilla,BGD,GADM
Damurhuda,BGD::Khulna::Chuadanga::Damurhuda,3,upazilla,Upazilla,BGD,GADM
Jiban Nagar,BGD::Khulna::Chuadanga::Jiban Nagar,3,upazilla,Upazilla,BGD,GADM
Abhaynagar,BGD::Khulna::Jessore::Abhaynagar,3,upazilla,Upazilla,BGD,GADM
Bagher Para,BGD::Khulna::Jessore::Bagher Para,3,upazilla,Upazilla,BGD,GADM
Chaugachha,BGD::Khulna::Jessore::Chaugachha,3,upazilla,Upazilla,BGD,GADM
Jhikargachha,BGD::Khulna::Jessore::Jhikargachha,3,upazilla,Upazilla,BGD,GADM
Keshabpur,BGD::Khulna::Jessore::Keshabpur,3,upazilla,Upazilla,BGD,GADM
Kotwali,BGD::Khulna::Jessore::Kotwali,3,upazilla,Upazilla,BGD,GADM
Manirampur,BGD::Khulna::Jessore::Manirampur,3,upazilla,Upazilla,BGD,GADM
Sharsha,BGD::Khulna::Jessore::Sharsha,3,upazilla,Upazilla,BGD,GADM
Harinakunda,BGD::Khulna::Jhenaidah::Harinakunda,3,upazilla,Upazilla,BGD,GADM
Jhenaidah Sadar,BGD::Khulna::Jhenaidah::Jhenaidah Sadar,3,upazilla,Upazilla,BGD,GADM
Kaliganj,BGD::Khulna::Jhenaidah::Kaliganj,3,upazilla,Upazilla,BGD,GADM
Kotchandpur,BGD::Khulna::Jhenaidah::Kotchandpur,3,upazilla,Upazilla,BGD,GADM
Maheshpur,BGD::Khulna::Jhenaidah::Maheshpur,3,upazilla,Upazilla,BGD,GADM
Shailkupa,BGD::Khulna::Jhenaidah::Shailkupa,3,upazilla,Upazilla,BGD,GADM
Batiaghata,BGD::Khulna::Khulna::Batiaghata,3,upazilla,Upazilla,BGD,GADM
Dacope,BGD::Khulna::Khulna::Dacope,3,upazilla,Upazilla,BGD,GADM
Daulatpur,BGD::Khulna::Khulna::Daulatpur,3,upazilla,Upazilla,BGD,GADM
Dighalia,BGD::Khulna::Khulna::Dighalia,3,upazilla,Upazilla,BGD,GADM
Dumuria,BGD::Khulna::Khulna::Dumuria,3,upazilla,Upazilla,BGD,GADM
Khalishpur,BGD::Khulna::Khulna::Khalishpur,3,upazilla,Upazilla,BGD,GADM
Khan Jahan Ali,BGD::Khulna::Khulna::Khan Jahan Ali,3,upazilla,Upazilla,BGD,GADM
Khulna Sadar,BGD::Khulna::Khulna::Khulna Sadar,3,upazilla,Upazilla,BGD,GADM
Koyra,BGD::Khulna::Khulna::Koyra,3,upazilla,Upazilla,BGD,GADM
Paikgachha,BGD::Khulna::Khulna::Paikgachha,3,upazilla,Upazilla,BGD,GADM
Phultala,BGD::Khulna::Khulna::Phultala,3,upazilla,Upazilla,BGD,GADM
Rupsa,BGD::Khulna::Khulna::Rupsa,3,upazilla,Upazilla,BGD,GADM
Sonadanga,BGD::Khulna::Khulna::Sonadanga,3,upazilla,Upazilla,BGD,GADM
Terokhada,BGD::Khulna::Khulna::Terokhada,3,upazilla,Upazilla,BGD,GADM
Bheramara,BGD::Khulna::Kushtia::Bheramara,3,upazilla,Upazilla,BGD,GADM
Daulatpur,BGD::Khulna::Kushtia::Daulatpur,3,upazilla,Upazilla,BGD,GADM
Khoksa,BGD::Khulna::Kushtia::Khoksa,3,upazilla,Upazilla,BGD,GADM
Kumarkhali,BGD::Khulna::Kushtia::Kumarkhali,3,upazilla,Upazilla,BGD,GADM
Kushtia Sadar,BGD::Khulna::Kushtia::Kushtia Sadar,3,upazilla,Upazilla,BGD,GADM
Mirpur,BGD::Khulna::Kushtia::Mirpur,3,upazilla,Upazilla,BGD,GADM
Magura Sadar,BGD::Khulna::Magura::Magura Sadar,3,upazilla,Upazilla,BGD,GADM
Mohammadpur,BGD::Khulna::Magura::Mohammadpur,3,upazilla,Upazilla,BGD,GADM
Shalikha,BGD::Khulna::Magura::Shalikha,3,upazilla,Upazilla,BGD,GADM
Sreepur,BGD::Khulna::Magura::Sreepur,3,upazilla,Upazilla,BGD,GADM
Gangni,BGD::Khulna::Meherpur::Gangni,3,upazilla,Upazilla,BGD,GADM
Meherpur Sadar,BGD::Khulna::Meherpur::Meherpur Sadar,3,upazilla,Upazilla,BGD,GADM
Mujib Nagar,BGD::Khulna::Meherpur::Mujib Nagar,3,upazilla,Upazilla,BGD,GADM
Kalia,BGD::Khulna::Narail::Kalia,3,upazilla,Upazilla,BGD,GADM
Lohagara,BGD::Khulna::Narail::Lohagara,3,upazilla,Upazilla,BGD,GADM
Narail Sadar,BGD::Khulna::Narail::Narail Sadar,3,upazilla,Upazilla,BGD,GADM
Assasuni,BGD::Khulna::Satkhira::Assasuni,3,upazilla,Upazilla,BGD,GADM
Debhata,BGD::Khulna::Satkhira::Debhata,3,upazilla,Upazilla,BGD,GADM
Kalaroa,BGD::Khulna::Satkhira::Kalaroa,3,upazilla,Upazilla,BGD,GADM
Kaliganj,BGD::Khulna::Satkhira::Kaliganj,3,upazilla,Upazilla,BGD,GADM
Satkhira Sadar,BGD::Khulna::Satkhira::Satkhira Sadar,3,upazilla,Upazilla,BGD,GADM
Shyamnagar,BGD::Khulna::Satkhira::Shyamnagar,3,upazilla,Upazilla,BGD,GADM
Tala,BGD::Khulna::Satkhira::Tala,3,upazilla,Upazilla,BGD,GADM
Adamdighi,BGD::Rajshahi::Bogra::Adamdighi,3,upazilla,Upazilla,BGD,GADM
Bogra Sadar,BGD::Rajshahi::Bogra::Bogra Sadar,3,upazilla,Upazilla,BGD,GADM
Dhunat,BGD::Rajshahi::Bogra::Dhunat,3,upazilla,Upazilla,BGD,GADM
Dhupchanchia,BGD::Rajshahi::Bogra::Dhupchanchia,3,upazilla,Upazilla,BGD,GADM
Gabtali,BGD::Rajshahi::Bogra::Gabtali,3,upazilla,Upazilla,BGD,GADM
Kahaloo,BGD::Rajshahi::Bogra::Kahaloo,3,upazilla,Upazilla,BGD,GADM
Nandigram,BGD::Rajshahi::Bogra::Nandigram,3,upazilla,Upazilla,BGD,GADM
Sariakandi,BGD::Rajshahi::Bogra::Sariakandi,3,upazilla,Upazilla,BGD,GADM
Shajahanpur,BGD::Rajshahi::Bogra::Shajahanpur,3,upazilla,Upazilla,BGD,GADM
Sherpur,BGD::Rajshahi::Bogra::Sherpur,3,upazilla,Upazilla,BGD,GADM
Shibganj,BGD::Rajshahi::Bogra::Shibganj,3,upazilla,Upazilla,BGD,GADM
Sonatola,BGD::Rajshahi::Bogra::Sonatola,3,upazilla,Upazilla,BGD,GADM
Akkelpur,BGD::Rajshahi::Joypurhat::Akkelpur,3,upazilla,Upazilla,BGD,GADM
Joypurhat Sadar,BGD::Rajshahi::Joypurhat::Joypurhat Sadar,3,upazilla,Upazilla,BGD,GADM
Kalai,BGD::Rajshahi::Joypurhat::Kalai,3,upazilla,Upazilla,BGD,GADM
Khetlal,BGD::Rajshahi::Joypurhat::Khetlal,3,upazilla,Upazilla,BGD,GADM
Panchbibi,BGD::Rajshahi::Joypurhat::Panchbibi,3,upazilla,Upazilla,BGD,GADM
Atrai,BGD::Rajshahi::Naogaon::Atrai,3,upazilla,Upazilla,BGD,GADM
Badalgachhi,BGD::Rajshahi::Naogaon::Badalgachhi,3,upazilla,Upazilla,BGD,GADM
Dhamoirhat,BGD::Rajshahi::Naogaon::Dhamoirhat,3,upazilla,Upazilla,BGD,GADM
Mahadebpur,BGD::Rajshahi::Naogaon::Mahadebpur,3,upazilla,Upazilla,BGD,GADM
Manda,BGD::Rajshahi::Naogaon::Manda,3,upazilla,Upazilla,BGD,GADM
Naogaon Sadar,BGD::Rajshahi::Naogaon::Naogaon Sadar,3,upazilla,Upazilla,BGD,GADM
Niamatpur,BGD::Rajshahi::Naogaon::Niamatpur,3,upazilla,Upazilla,BGD,GADM
Patnitala,BGD::Rajshahi::Naogaon::Patnitala,3,upazilla,Upazilla,BGD,GADM
Porsha,BGD::Rajshahi::Naogaon::Porsha,3,upazilla,Upazilla,BGD,GADM
Raninagar,BGD::Rajshahi::Naogaon::Raninagar,3,upazilla,Upazilla,BGD,GADM
Sapahar,BGD::Rajshahi::Naogaon::Sapahar,3,upazilla,Upazilla,BGD,GADM
Bagati Para,BGD::Rajshahi::Natore::Bagati Para,3,upazilla,Upazilla,BGD,GADM
Baraigram,BGD::Rajshahi::Natore::Baraigram,3,upazilla,Upazilla,BGD,GADM
Gurudaspur,BGD::Rajshahi::Natore::Gurudaspur,3,upazilla,Upazilla,BGD,GADM
Lalpur,BGD::Rajshahi::Natore::Lalpur,3,upazilla,Upazilla,BGD,GADM
Natore Sadar,BGD::Rajshahi::Natore::Natore Sadar,3,upazilla,Upazilla,BGD,GADM
Singra,BGD::Rajshahi::Natore::Singra,3,upazilla,Upazilla,BGD,GADM
Bholahat,BGD::Rajshahi::Nawabganj::Bholahat,3,upazilla,Upazilla,BGD,GADM
Gomastapur,BGD::Rajshahi::Nawabganj::Gomastapur,3,upazilla,Upazilla,BGD,GADM
Nachole,BGD::Rajshahi::Nawabganj::Nachole,3,upazilla,Upazilla,BGD,GADM
Nawabganj Sadar,BGD::Rajshahi::Nawabganj::Nawabganj Sadar,3,upazilla,Upazilla,BGD,GADM
Shibganj,BGD::Rajshahi::Nawabganj::Shibganj,3,upazilla,Upazilla,BGD,GADM
Atgharia,BGD::Rajshahi::Pabna::Atgharia,3,upazilla,Upazilla,BGD,GADM
Bera,BGD::Rajshahi::Pabna::Bera,3,upazilla,Upazilla,BGD,GADM
Bhangura,BGD::Rajshahi::Pabna::Bhangura,3,upazilla,Upazilla,BGD,GADM
Chatmohar,BGD::Rajshahi::Pabna::Chatmohar,3,upazilla,Upazilla,BGD,GADM
Faridpur,BGD::Rajshahi::Pabna::Faridpur,3,upazilla,Upazilla,BGD,GADM
Ishwardi,BGD::Rajshahi::Pabna::Ishwardi,3,upazilla,Upazilla,BGD,GADM
Pabna Sadar,BGD::Rajshahi::Pabna::Pabna Sadar,3,upazilla,Upazilla,BGD,GADM
Santhia,BGD::Rajshahi::Pabna::Santhia,3,upazilla,Upazilla,BGD,GADM
Sujanagar,BGD::Rajshahi::Pabna::Sujanagar,3,upazilla,Upazilla,BGD,GADM
Bagha,BGD::Rajshahi::Rajshahi::Bagha,3,upazilla,Upazilla,BGD,GADM
Baghmara,BGD::Rajshahi::Rajshahi::Baghmara,3,upazilla,Upazilla,BGD,GADM
Boalia,BGD::Rajshahi::Rajshahi::Boalia,3,upazilla,Upazilla,BGD,GADM
Charghat,BGD::Rajshahi::Rajshahi::Charghat,3,upazilla,Upazilla,BGD,GADM
Durgapur,BGD::Rajshahi::Rajshahi::Durgapur,3,upazilla,Upazilla,BGD,GADM
Godagari,BGD::Rajshahi::Rajshahi::Godagari,3,upazilla,Upazilla,BGD,GADM
Matihar,BGD::Rajshahi::Rajshahi::Matihar,3,upazilla,Upazilla,BGD,GADM
Mohanpur,BGD::Rajshahi::Rajshahi::Mohanpur,3,upazilla,Upazilla,BGD,GADM
Paba,BGD::Rajshahi::Rajshahi::Paba,3,upazilla,Upazilla,BGD,GADM
Puthia,BGD::Rajshahi::Rajshahi::Puthia,3,upazilla,Upazilla,BGD,GADM
Rajpara,BGD::Rajshahi::Rajshahi::Rajpara,3,upazilla,Upazilla,BGD,GADM
Shah Makhdum,BGD::Rajshahi::Rajshahi::Shah Makhdum,3,upazilla,Upazilla,BGD,GADM
Tanore,BGD::Rajshahi::Rajshahi::Tanore,3,upazilla,Upazilla,BGD,GADM
Belkuchi,BGD::Rajshahi::Sirajganj::Belkuchi,3,upazilla,Upazilla,BGD,GADM
Chauhali,BGD::Rajshahi::Sirajganj::Chauhali,3,upazilla,Upazilla,BGD,GADM
Kamarkhanda,BGD::Rajshahi::Sirajganj::Kamarkhanda,3,upazilla,Upazilla,BGD,GADM
Kazipur,BGD::Rajshahi::Sirajganj::Kazipur,3,upazilla,Upazilla,BGD,GADM
Royganj,BGD::Rajshahi::Sirajganj::Royganj,3,upazilla,Upazilla,BGD,GADM
Shahjadpur,BGD::Rajshahi::Sirajganj::Shahjadpur,3,upazilla,Upazilla,BGD,GADM
Sirajganj Sadar,BGD::Rajshahi::Sirajganj::Sirajganj Sadar,3,upazilla,Upazilla,BGD,GADM
Tarash,BGD::Rajshahi::Sirajganj::Tarash,3,upazilla,Upazilla,BGD,GADM
Ullah Para,BGD::Rajshahi::Sirajganj::Ullah Para,3,upazilla,Upazilla,BGD,GADM
Biral,BGD::Rangpur::Dinajpur::Biral,3,upazilla,Upazilla,BGD,GADM
Birampur,BGD::Rangpur::Dinajpur::Birampur,3,upazilla,Upazilla,BGD,GADM
Birganj,BGD::Rangpur::Dinajpur::Birganj,3,upazilla,Upazilla,BGD,GADM
Bochaganj,BGD::Rangpur::Dinajpur::Bochaganj,3,upazilla,Upazilla,BGD,GADM
Chirirbandar,BGD::Rangpur::Dinajpur::Chirirbandar,3,upazilla,Upazilla,BGD,GADM
Dinajpur Sadar,BGD::Rangpur::Dinajpur::Dinajpur Sadar,3,upazilla,Upazilla,BGD,GADM
Fulbari,BGD::Rangpur::Dinajpur::Fulbari,3,upazilla,Upazilla,BGD,GADM
Ghoraghat,BGD::Rangpur::Dinajpur::Ghoraghat,3,upazilla,Upazilla,BGD,GADM
Hakimpur,BGD::Rangpur::Dinajpur::Hakimpur,3,upazilla,Upazilla,BGD,GADM
Kaharole,BGD::Rangpur::Dinajpur::Kaharole,3,upazilla,Upazilla,BGD,GADM
Khansama,BGD::Rangpur::Dinajpur::Khansama,3,upazilla,Upazilla,BGD,GADM
Nawabganj,BGD::Rangpur::Dinajpur::Nawabganj,3,upazilla,Upazilla,BGD,GADM
Parbatipur,BGD::Rangpur::Dinajpur::Parbatipur,3,upazilla,Upazilla,BGD,GADM
Fulchhari,BGD::Rangpur::Gaibandha::Fulchhari,3,upazilla,Upazilla,BGD,GADM
Gaibandha Sadar,BGD::Rangpur::Gaibandha::Gaibandha Sadar,3,upazilla,Upazilla,BGD,GADM
Gobindaganj,BGD::Rangpur::Gaibandha::Gobindaganj,3,upazilla,Upazilla,BGD,GADM
Palashbari,BGD::Rangpur::Gaibandha::Palashbari,3,upazilla,Upazilla,BGD,GADM
Sadullapur,BGD::Rangpur::Gaibandha::Sadullapur,3,upazilla,Upazilla,BGD,GADM
Saghatta,BGD::Rangpur::Gaibandha::Saghatta,3,upazilla,Upazilla,BGD,GADM
Sundarganj,BGD::Rangpur::Gaibandha::Sundarganj,3,upazilla,Upazilla,BGD,GADM
Bhurungamari,BGD::Rangpur::Kurigram::Bhurungamari,3,upazilla,Upazilla,BGD,GADM
Char Rajibpur,BGD::Rangpur::Kurigram::Char Rajibpur,3,upazilla,Upazilla,BGD,GADM
Chilmari,BGD::Rangpur::Kurigram::Chilmari,3,upazilla,Upazilla,BGD,GADM
Kurigram Sadar,BGD::Rangpur::Kurigram::Kurigram Sadar,3,upazilla,Upazilla,BGD,GADM
Nageshwari,BGD::Rangpur::Kurigram::Nageshwari,3,upazilla,Upazilla,BGD,GADM
Phulbari,BGD::Rangpur::Kurigram::Phulbari,3,upazilla,Upazilla,BGD,GADM
Rajarhat,BGD::Rangpur::Kurigram::Rajarhat,3,upazilla,Upazilla,BGD,GADM
Raumari,BGD::Rangpur::Kurigram::Raumari,3,upazilla,Upazilla,BGD,GADM
Ulipur,BGD::Rangpur::Kurigram::Ulipur,3,upazilla,Upazilla,BGD,GADM
Aditmari,BGD::Rangpur::Lalmonirhat::Aditmari,3,upazilla,Upazilla,BGD,GADM
Hatibandha,BGD::Rangpur::Lalmonirhat::Hatibandha,3,upazilla,Upazilla,BGD,GADM
Kaliganj,BGD::Rangpur::Lalmonirhat::Kaliganj,3,upazilla,Upazilla,BGD,GADM
Lalmonirhat Sadar,BGD::Rangpur::Lalmonirhat::Lalmonirhat Sadar,3,upazilla,Upazilla,BGD,GADM
Patgram,BGD::Rangpur::Lalmonirhat::Patgram,3,upazilla,Upazilla,BGD,GADM
Dimla,BGD::Rangpur::Nilphamari::Dimla,3,upazilla,Upazilla,BGD,GADM
Domar,BGD::Rangpur::Nilphamari::Domar,3,upazilla,Upazilla,BGD,GADM
Jaldhaka,BGD::Rangpur::Nilphamari::Jaldhaka,3,upazilla,Upazilla,BGD,GADM
Kishoreganj,BGD::Rangpur::Nilphamari::Kishoreganj,3,upazilla,Upazilla,BGD,GADM
Nilphamari Sadar,BGD::Rangpur::Nilphamari::Nilphamari Sadar,3,upazilla,Upazilla,BGD,GADM
Saidpur,BGD::Rangpur::Nilphamari::Saidpur,3,upazilla,Upazilla,BGD,GADM
Atwari,BGD::Rangpur::Panchagarh::Atwari,3,upazilla,Upazilla,BGD,GADM
Boda,BGD::Rangpur::Panchagarh::Boda,3,upazilla,Upazilla,BGD,GADM
Debiganj,BGD::Rangpur::Panchagarh::Debiganj,3,upazilla,Upazilla,BGD,GADM
