SURVEY NAME,FILE TYPE,FILE NAME,FILE FORMAT
"Liberia DHS-I, Standard DHS, 1986",Individual Recode,LBIR01.ZIP,Hierarchical
"Liberia DHS-I, Standard DHS, 1986",Individual Recode,LBIR01DT.ZIP,Stata dataset (.dta)
"Liberia DHS-I, Standard DHS, 1986",Individual Recode,LBIR01FL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-I, Standard DHS, 1986",Individual Recode,LBIR01SD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-I, Standard DHS, 1986",Individual Recode,LBIR01SV.ZIP,SPSS dataset (.sav)
"Liberia DHS-V, MIS, 2009",Births Recode,LBBR5ADT.ZIP,Stata dataset (.dta)
"Liberia DHS-V, MIS, 2009",Births Recode,LBBR5AFL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-V, MIS, 2009",Births Recode,LBBR5ASD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-V, MIS, 2009",Births Recode,LBBR5ASV.ZIP,SPSS dataset (.sav)
"Liberia DHS-V, MIS, 2009",Children's Recode,LBKR5ADT.ZIP,Stata dataset (.dta)
"Liberia DHS-V, MIS, 2009",Children's Recode,LBKR5AFL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-V, MIS, 2009",Children's Recode,LBKR5ASD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-V, MIS, 2009",Children's Recode,LBKR5ASV.ZIP,SPSS dataset (.sav)
"Liberia DHS-V, MIS, 2009",Household Member Recode,LBPR5ADT.ZIP,Stata dataset (.dta)
"Liberia DHS-V, MIS, 2009",Household Member Recode,LBPR5AFL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-V, MIS, 2009",Household Member Recode,LBPR5ASD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-V, MIS, 2009",Household Member Recode,LBPR5ASV.ZIP,SPSS dataset (.sav)
"Liberia DHS-V, MIS, 2009",Household Recode,LBHR5ADT.ZIP,Stata dataset (.dta)
"Liberia DHS-V, MIS, 2009",Household Recode,LBHR5AFL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-V, MIS, 2009",Household Recode,LBHR5ASD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-V, MIS, 2009",Household Recode,LBHR5ASV.ZIP,SPSS dataset (.sav)
"Liberia DHS-V, MIS, 2009",Individual Recode,LBIR5A.ZIP,Hierarchical
"Liberia DHS-V, MIS, 2009",Individual Recode,LBIR5ADT.ZIP,Stata dataset (.dta)
"Liberia DHS-V, MIS, 2009",Individual Recode,LBIR5AFL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-V, MIS, 2009",Individual Recode,LBIR5ASD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-V, MIS, 2009",Individual Recode,LBIR5ASV.ZIP,SPSS dataset (.sav)
"Liberia DHS-V, Standard DHS, 2007",Births Recode,LBBR51DT.ZIP,Stata dataset (.dta)
"Liberia DHS-V, Standard DHS, 2007",Births Recode,LBBR51FL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-V, Standard DHS, 2007",Births Recode,LBBR51SD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-V, Standard DHS, 2007",Births Recode,LBBR51SV.ZIP,SPSS dataset (.sav)
"Liberia DHS-V, Standard DHS, 2007",Children's Recode,LBKR51DT.ZIP,Stata dataset (.dta)
"Liberia DHS-V, Standard DHS, 2007",Children's Recode,LBKR51FL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-V, Standard DHS, 2007",Children's Recode,LBKR51SD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-V, Standard DHS, 2007",Children's Recode,LBKR51SV.ZIP,SPSS dataset (.sav)
"Liberia DHS-V, Standard DHS, 2007",Couples' Recode,LBCR51DT.ZIP,Stata dataset (.dta)
"Liberia DHS-V, Standard DHS, 2007",Couples' Recode,LBCR51FL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-V, Standard DHS, 2007",Couples' Recode,LBCR51SD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-V, Standard DHS, 2007",Couples' Recode,LBCR51SV.ZIP,SPSS dataset (.sav)
"Liberia DHS-V, Standard DHS, 2007",Household Member Recode,LBPR51DT.ZIP,Stata dataset (.dta)
"Liberia DHS-V, Standard DHS, 2007",Household Member Recode,LBPR51FL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-V, Standard DHS, 2007",Household Member Recode,LBPR51SD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-V, Standard DHS, 2007",Household Member Recode,LBPR51SV.ZIP,SPSS dataset (.sav)
"Liberia DHS-V, Standard DHS, 2007",Household Recode,LBHR51DT.ZIP,Stata dataset (.dta)
"Liberia DHS-V, Standard DHS, 2007",Household Recode,LBHR51FL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-V, Standard DHS, 2007",Household Recode,LBHR51SD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-V, Standard DHS, 2007",Household Recode,LBHR51SV.ZIP,SPSS dataset (.sav)
"Liberia DHS-V, Standard DHS, 2007",Individual Recode,LBIR51.ZIP,Hierarchical
"Liberia DHS-V, Standard DHS, 2007",Individual Recode,LBIR51DT.ZIP,Stata dataset (.dta)
"Liberia DHS-V, Standard DHS, 2007",Individual Recode,LBIR51FL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-V, Standard DHS, 2007",Individual Recode,LBIR51SD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-V, Standard DHS, 2007",Individual Recode,LBIR51SV.ZIP,SPSS dataset (.sav)
"Liberia DHS-V, Standard DHS, 2007",Men's Recode,LBMR51.ZIP,Hierarchical
"Liberia DHS-V, Standard DHS, 2007",Men's Recode,LBMR51DT.ZIP,Stata dataset (.dta)
"Liberia DHS-V, Standard DHS, 2007",Men's Recode,LBMR51FL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-V, Standard DHS, 2007",Men's Recode,LBMR51SD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-V, Standard DHS, 2007",Men's Recode,LBMR51SV.ZIP,SPSS dataset (.sav)
"Liberia DHS-VI, MIS, 2011",Children's Recode,LBKR61DT.ZIP,Stata dataset (.dta)
"Liberia DHS-VI, MIS, 2011",Children's Recode,LBKR61FL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-VI, MIS, 2011",Children's Recode,LBKR61SD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-VI, MIS, 2011",Children's Recode,LBKR61SV.ZIP,SPSS dataset (.sav)
"Liberia DHS-VI, MIS, 2011",Household Member Recode,LBPR61DT.ZIP,Stata dataset (.dta)
"Liberia DHS-VI, MIS, 2011",Household Member Recode,LBPR61FL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-VI, MIS, 2011",Household Member Recode,LBPR61SD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-VI, MIS, 2011",Household Member Recode,LBPR61SV.ZIP,SPSS dataset (.sav)
"Liberia DHS-VI, MIS, 2011",Household Recode,LBHR61DT.ZIP,Stata dataset (.dta)
"Liberia DHS-VI, MIS, 2011",Household Recode,LBHR61FL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-VI, MIS, 2011",Household Recode,LBHR61SD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-VI, MIS, 2011",Household Recode,LBHR61SV.ZIP,SPSS dataset (.sav)
"Liberia DHS-VI, MIS, 2011",Individual Recode,LBIR61.ZIP,Hierarchical
"Liberia DHS-VI, MIS, 2011",Individual Recode,LBIR61DT.ZIP,Stata dataset (.dta)
"Liberia DHS-VI, MIS, 2011",Individual Recode,LBIR61FL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-VI, MIS, 2011",Individual Recode,LBIR61SD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-VI, MIS, 2011",Individual Recode,LBIR61SV.ZIP,SPSS dataset (.sav)
"Liberia DHS-VI, Standard DHS, 2013",Births Recode,LBBR6ADT.ZIP,Stata dataset (.dta)
"Liberia DHS-VI, Standard DHS, 2013",Births Recode,LBBR6AFL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-VI, Standard DHS, 2013",Births Recode,LBBR6ASD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-VI, Standard DHS, 2013",Births Recode,LBBR6ASV.ZIP,SPSS dataset (.sav)
"Liberia DHS-VI, Standard DHS, 2013",Children's Recode,LBKR6ADT.ZIP,Stata dataset (.dta)
"Liberia DHS-VI, Standard DHS, 2013",Children's Recode,LBKR6AFL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-VI, Standard DHS, 2013",Children's Recode,LBKR6ASD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-VI, Standard DHS, 2013",Children's Recode,LBKR6ASV.ZIP,SPSS dataset (.sav)
"Liberia DHS-VI, Standard DHS, 2013",Couples' Recode,LBCR6ADT.ZIP,Stata dataset (.dta)
"Liberia DHS-VI, Standard DHS, 2013",Couples' Recode,LBCR6AFL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-VI, Standard DHS, 2013",Couples' Recode,LBCR6ASD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-VI, Standard DHS, 2013",Couples' Recode,LBCR6ASV.ZIP,SPSS dataset (.sav)
"Liberia DHS-VI, Standard DHS, 2013",Household Member Recode,LBPR6ADT.ZIP,Stata dataset (.dta)
"Liberia DHS-VI, Standard DHS, 2013",Household Member Recode,LBPR6AFL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-VI, Standard DHS, 2013",Household Member Recode,LBPR6ASD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-VI, Standard DHS, 2013",Household Member Recode,LBPR6ASV.ZIP,SPSS dataset (.sav)
"Liberia DHS-VI, Standard DHS, 2013",Household Recode,LBHR6ADT.ZIP,Stata dataset (.dta)
"Liberia DHS-VI, Standard DHS, 2013",Household Recode,LBHR6AFL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-VI, Standard DHS, 2013",Household Recode,LBHR6ASD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-VI, Standard DHS, 2013",Household Recode,LBHR6ASV.ZIP,SPSS dataset (.sav)
"Liberia DHS-VI, Standard DHS, 2013",Individual Recode,LBIR6A.ZIP,Hierarchical
"Liberia DHS-VI, Standard DHS, 2013",Individual Recode,LBIR6ADT.ZIP,Stata dataset (.dta)
"Liberia DHS-VI, Standard DHS, 2013",Individual Recode,LBIR6AFL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-VI, Standard DHS, 2013",Individual Recode,LBIR6ASD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-VI, Standard DHS, 2013",Individual Recode,LBIR6ASV.ZIP,SPSS dataset (.sav)
"Liberia DHS-VI, Standard DHS, 2013",Men's Recode,LBMR6A.ZIP,Hierarchical
"Liberia DHS-VI, Standard DHS, 2013",Men's Recode,LBMR6ADT.ZIP,Stata dataset (.dta)
"Liberia DHS-VI, Standard DHS, 2013",Men's Recode,LBMR6AFL.ZIP,Flat ASCII data (.dat)
"Liberia DHS-VI, Standard DHS, 2013",Men's Recode,LBMR6ASD.ZIP,SAS dataset (.sas7bdat)
"Liberia DHS-VI, Standard DHS, 2013",Men's Recode,LBMR6ASV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-II, Standard DHS, 1992",Births Recode,MDBR21DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-II, Standard DHS, 1992",Births Recode,MDBR21FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-II, Standard DHS, 1992",Births Recode,MDBR21SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-II, Standard DHS, 1992",Births Recode,MDBR21SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-II, Standard DHS, 1992",Children's Recode,MDKR21DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-II, Standard DHS, 1992",Children's Recode,MDKR21FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-II, Standard DHS, 1992",Children's Recode,MDKR21SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-II, Standard DHS, 1992",Children's Recode,MDKR21SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-II, Standard DHS, 1992",Height and Weight Scores - WHO Child Growth Standards,MDHW21.ZIP,Hierarchical
"Madagascar DHS-II, Standard DHS, 1992",Height and Weight Scores - WHO Child Growth Standards,MDHW21DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-II, Standard DHS, 1992",Height and Weight Scores - WHO Child Growth Standards,MDHW21FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-II, Standard DHS, 1992",Height and Weight Scores - WHO Child Growth Standards,MDHW21SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-II, Standard DHS, 1992",Height and Weight Scores - WHO Child Growth Standards,MDHW21SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-II, Standard DHS, 1992",Household Member Recode,MDPR21DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-II, Standard DHS, 1992",Household Member Recode,MDPR21FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-II, Standard DHS, 1992",Household Member Recode,MDPR21SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-II, Standard DHS, 1992",Household Member Recode,MDPR21SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-II, Standard DHS, 1992",Household Recode,MDHR21DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-II, Standard DHS, 1992",Household Recode,MDHR21FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-II, Standard DHS, 1992",Household Recode,MDHR21SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-II, Standard DHS, 1992",Household Recode,MDHR21SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-II, Standard DHS, 1992",Individual Recode,MDIR21.ZIP,Hierarchical
"Madagascar DHS-II, Standard DHS, 1992",Individual Recode,MDIR21DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-II, Standard DHS, 1992",Individual Recode,MDIR21FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-II, Standard DHS, 1992",Individual Recode,MDIR21SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-II, Standard DHS, 1992",Individual Recode,MDIR21SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-II, Standard DHS, 1992",Service Availability Raw,MDSQ21.ZIP,Hierarchical
"Madagascar DHS-II, Standard DHS, 1992",Service Availability Raw,MDSQ21DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-II, Standard DHS, 1992",Service Availability Raw,MDSQ21FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-II, Standard DHS, 1992",Service Availability Raw,MDSQ21SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-II, Standard DHS, 1992",Service Availability Raw,MDSQ21SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-III, Standard DHS, 1997",Births Recode,MDBR31DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-III, Standard DHS, 1997",Births Recode,MDBR31FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-III, Standard DHS, 1997",Births Recode,MDBR31SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-III, Standard DHS, 1997",Births Recode,MDBR31SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-III, Standard DHS, 1997",Children's Recode,MDKR31DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-III, Standard DHS, 1997",Children's Recode,MDKR31FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-III, Standard DHS, 1997",Children's Recode,MDKR31SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-III, Standard DHS, 1997",Children's Recode,MDKR31SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-III, Standard DHS, 1997",Height and Weight Scores - WHO Child Growth Standards,MDHW31.ZIP,Hierarchical
"Madagascar DHS-III, Standard DHS, 1997",Height and Weight Scores - WHO Child Growth Standards,MDHW31DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-III, Standard DHS, 1997",Height and Weight Scores - WHO Child Growth Standards,MDHW31FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-III, Standard DHS, 1997",Height and Weight Scores - WHO Child Growth Standards,MDHW31SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-III, Standard DHS, 1997",Height and Weight Scores - WHO Child Growth Standards,MDHW31SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-III, Standard DHS, 1997",Household Member Recode,MDPR31DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-III, Standard DHS, 1997",Household Member Recode,MDPR31FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-III, Standard DHS, 1997",Household Member Recode,MDPR31SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-III, Standard DHS, 1997",Household Member Recode,MDPR31SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-III, Standard DHS, 1997",Household Recode,MDHR31DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-III, Standard DHS, 1997",Household Recode,MDHR31FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-III, Standard DHS, 1997",Household Recode,MDHR31SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-III, Standard DHS, 1997",Household Recode,MDHR31SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-III, Standard DHS, 1997",Individual Recode,MDIR31.ZIP,Hierarchical
"Madagascar DHS-III, Standard DHS, 1997",Individual Recode,MDIR31DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-III, Standard DHS, 1997",Individual Recode,MDIR31FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-III, Standard DHS, 1997",Individual Recode,MDIR31SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-III, Standard DHS, 1997",Individual Recode,MDIR31SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-III, Standard DHS, 1997",Wealth Index,MDWI31.ZIP,Hierarchical
"Madagascar DHS-III, Standard DHS, 1997",Wealth Index,MDWI31DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-III, Standard DHS, 1997",Wealth Index,MDWI31FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-III, Standard DHS, 1997",Wealth Index,MDWI31SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-III, Standard DHS, 1997",Wealth Index,MDWI31SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-IV, Standard DHS, 2003-04",Births Recode,MDBR41DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-IV, Standard DHS, 2003-04",Births Recode,MDBR41FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Births Recode,MDBR41SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Births Recode,MDBR41SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-IV, Standard DHS, 2003-04",Children's Recode,MDKR41DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-IV, Standard DHS, 2003-04",Children's Recode,MDKR41FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Children's Recode,MDKR41SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Children's Recode,MDKR41SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-IV, Standard DHS, 2003-04",Couples' Recode,MDCR41DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-IV, Standard DHS, 2003-04",Couples' Recode,MDCR41FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Couples' Recode,MDCR41SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Couples' Recode,MDCR41SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-IV, Standard DHS, 2003-04",Height and Weight Scores - WHO Child Growth Standards,MDHW41.ZIP,Hierarchical
"Madagascar DHS-IV, Standard DHS, 2003-04",Height and Weight Scores - WHO Child Growth Standards,MDHW41DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-IV, Standard DHS, 2003-04",Height and Weight Scores - WHO Child Growth Standards,MDHW41FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Height and Weight Scores - WHO Child Growth Standards,MDHW41SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Height and Weight Scores - WHO Child Growth Standards,MDHW41SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-IV, Standard DHS, 2003-04",Household Member Recode,MDPR41DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-IV, Standard DHS, 2003-04",Household Member Recode,MDPR41FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Household Member Recode,MDPR41SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Household Member Recode,MDPR41SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-IV, Standard DHS, 2003-04",Household Recode,MDHR41DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-IV, Standard DHS, 2003-04",Household Recode,MDHR41FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Household Recode,MDHR41SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Household Recode,MDHR41SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-IV, Standard DHS, 2003-04",Individual Recode,MDIR41.ZIP,Hierarchical
"Madagascar DHS-IV, Standard DHS, 2003-04",Individual Recode,MDIR41DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-IV, Standard DHS, 2003-04",Individual Recode,MDIR41FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Individual Recode,MDIR41SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Individual Recode,MDIR41SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-IV, Standard DHS, 2003-04",Men's Recode,MDMR41.ZIP,Hierarchical
"Madagascar DHS-IV, Standard DHS, 2003-04",Men's Recode,MDMR41DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-IV, Standard DHS, 2003-04",Men's Recode,MDMR41FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Men's Recode,MDMR41SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-IV, Standard DHS, 2003-04",Men's Recode,MDMR41SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-V, Standard DHS, 2008-09",Births Recode,MDBR51DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-V, Standard DHS, 2008-09",Births Recode,MDBR51FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-V, Standard DHS, 2008-09",Births Recode,MDBR51SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-V, Standard DHS, 2008-09",Births Recode,MDBR51SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-V, Standard DHS, 2008-09",Children's Recode,MDKR51DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-V, Standard DHS, 2008-09",Children's Recode,MDKR51FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-V, Standard DHS, 2008-09",Children's Recode,MDKR51SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-V, Standard DHS, 2008-09",Children's Recode,MDKR51SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-V, Standard DHS, 2008-09",Couples' Recode,MDCR51DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-V, Standard DHS, 2008-09",Couples' Recode,MDCR51FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-V, Standard DHS, 2008-09",Couples' Recode,MDCR51SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-V, Standard DHS, 2008-09",Couples' Recode,MDCR51SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-V, Standard DHS, 2008-09",Household Member Recode,MDPR51DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-V, Standard DHS, 2008-09",Household Member Recode,MDPR51FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-V, Standard DHS, 2008-09",Household Member Recode,MDPR51SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-V, Standard DHS, 2008-09",Household Member Recode,MDPR51SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-V, Standard DHS, 2008-09",Household Recode,MDHR51DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-V, Standard DHS, 2008-09",Household Recode,MDHR51FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-V, Standard DHS, 2008-09",Household Recode,MDHR51SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-V, Standard DHS, 2008-09",Household Recode,MDHR51SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-V, Standard DHS, 2008-09",Individual Recode,MDIR51.ZIP,Hierarchical
"Madagascar DHS-V, Standard DHS, 2008-09",Individual Recode,MDIR51DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-V, Standard DHS, 2008-09",Individual Recode,MDIR51FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-V, Standard DHS, 2008-09",Individual Recode,MDIR51SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-V, Standard DHS, 2008-09",Individual Recode,MDIR51SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-V, Standard DHS, 2008-09",Men's Recode,MDMR51.ZIP,Hierarchical
"Madagascar DHS-V, Standard DHS, 2008-09",Men's Recode,MDMR51DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-V, Standard DHS, 2008-09",Men's Recode,MDMR51FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-V, Standard DHS, 2008-09",Men's Recode,MDMR51SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-V, Standard DHS, 2008-09",Men's Recode,MDMR51SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-VI, MIS, 2011",Children's Recode,MDKR61DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-VI, MIS, 2011",Children's Recode,MDKR61FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-VI, MIS, 2011",Children's Recode,MDKR61SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-VI, MIS, 2011",Children's Recode,MDKR61SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-VI, MIS, 2011",Household Member Recode,MDPR61DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-VI, MIS, 2011",Household Member Recode,MDPR61FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-VI, MIS, 2011",Household Member Recode,MDPR61SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-VI, MIS, 2011",Household Member Recode,MDPR61SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-VI, MIS, 2011",Household Recode,MDHR61DT.ZIP,Stata dataset (.dta)
"Madagascar DHS-VI, MIS, 2011",Household Recode,MDHR61FL.ZIP,Flat ASCII data (.dat)
"Madagascar DHS-VI, MIS, 2011",Household Recode,MDHR61SD.ZIP,SAS dataset (.sas7bdat)
"Madagascar DHS-VI, MIS, 2011",Household Recode,MDHR61SV.ZIP,SPSS dataset (.sav)
"Madagascar DHS-VI, MIS, 2011",Individual Recode,MDIR61.ZIP,Hierarchical
"Madagascar DHS-VI, MIS, 2011",Individual Recode,MDIR61DT.ZIP,Stata dataset (.dta)
