SURVEY NAME,FILE TYPE,FILE NAME,FILE FORMAT
"Niger DHS-III, Standard DHS, 1998",Individual Recode,NIIR31SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-III, Standard DHS, 1998",Individual Recode,NIIR31SV.ZIP,SPSS dataset (.sav)
"Niger DHS-III, Standard DHS, 1998",Men's Recode,NIMR31.ZIP,Hierarchical
"Niger DHS-III, Standard DHS, 1998",Men's Recode,NIMR31DT.ZIP,Stata dataset (.dta)
"Niger DHS-III, Standard DHS, 1998",Men's Recode,NIMR31FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-III, Standard DHS, 1998",Men's Recode,NIMR31SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-III, Standard DHS, 1998",Men's Recode,NIMR31SV.ZIP,SPSS dataset (.sav)
"Niger DHS-III, Standard DHS, 1998",Service Availability Raw,NISQ31.ZIP,Hierarchical
"Niger DHS-III, Standard DHS, 1998",Service Availability Raw,NISQ31DT.ZIP,Stata dataset (.dta)
"Niger DHS-III, Standard DHS, 1998",Service Availability Raw,NISQ31FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-III, Standard DHS, 1998",Service Availability Raw,NISQ31SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-III, Standard DHS, 1998",Service Availability Raw,NISQ31SV.ZIP,SPSS dataset (.sav)
"Niger DHS-III, Standard DHS, 1998",Wealth Index,NIWI31.ZIP,Hierarchical
"Niger DHS-III, Standard DHS, 1998",Wealth Index,NIWI31DT.ZIP,Stata dataset (.dta)
"Niger DHS-III, Standard DHS, 1998",Wealth Index,NIWI31FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-III, Standard DHS, 1998",Wealth Index,NIWI31SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-III, Standard DHS, 1998",Wealth Index,NIWI31SV.ZIP,SPSS dataset (.sav)
"Niger DHS-V, Standard DHS, 2006",Births Recode,NIBR51DT.ZIP,Stata dataset (.dta)
"Niger DHS-V, Standard DHS, 2006",Births Recode,NIBR51FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-V, Standard DHS, 2006",Births Recode,NIBR51SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-V, Standard DHS, 2006",Births Recode,NIBR51SV.ZIP,SPSS dataset (.sav)
"Niger DHS-V, Standard DHS, 2006",Children's Recode,NIKR51DT.ZIP,Stata dataset (.dta)
"Niger DHS-V, Standard DHS, 2006",Children's Recode,NIKR51FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-V, Standard DHS, 2006",Children's Recode,NIKR51SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-V, Standard DHS, 2006",Children's Recode,NIKR51SV.ZIP,SPSS dataset (.sav)
"Niger DHS-V, Standard DHS, 2006",Couples' Recode,NICR51DT.ZIP,Stata dataset (.dta)
"Niger DHS-V, Standard DHS, 2006",Couples' Recode,NICR51FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-V, Standard DHS, 2006",Couples' Recode,NICR51SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-V, Standard DHS, 2006",Couples' Recode,NICR51SV.ZIP,SPSS dataset (.sav)
"Niger DHS-V, Standard DHS, 2006",Height and Weight Scores - WHO Child Growth Standards,NIHW51.ZIP,Hierarchical
"Niger DHS-V, Standard DHS, 2006",Height and Weight Scores - WHO Child Growth Standards,NIHW51DT.ZIP,Stata dataset (.dta)
"Niger DHS-V, Standard DHS, 2006",Height and Weight Scores - WHO Child Growth Standards,NIHW51FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-V, Standard DHS, 2006",Height and Weight Scores - WHO Child Growth Standards,NIHW51SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-V, Standard DHS, 2006",Height and Weight Scores - WHO Child Growth Standards,NIHW51SV.ZIP,SPSS dataset (.sav)
"Niger DHS-V, Standard DHS, 2006",Household Member Recode,NIPR51DT.ZIP,Stata dataset (.dta)
"Niger DHS-V, Standard DHS, 2006",Household Member Recode,NIPR51FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-V, Standard DHS, 2006",Household Member Recode,NIPR51SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-V, Standard DHS, 2006",Household Member Recode,NIPR51SV.ZIP,SPSS dataset (.sav)
"Niger DHS-V, Standard DHS, 2006",Household Recode,NIHR51DT.ZIP,Stata dataset (.dta)
"Niger DHS-V, Standard DHS, 2006",Household Recode,NIHR51FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-V, Standard DHS, 2006",Household Recode,NIHR51SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-V, Standard DHS, 2006",Household Recode,NIHR51SV.ZIP,SPSS dataset (.sav)
"Niger DHS-V, Standard DHS, 2006",Individual Recode,NIIR51.ZIP,Hierarchical
"Niger DHS-V, Standard DHS, 2006",Individual Recode,NIIR51DT.ZIP,Stata dataset (.dta)
"Niger DHS-V, Standard DHS, 2006",Individual Recode,NIIR51FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-V, Standard DHS, 2006",Individual Recode,NIIR51SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-V, Standard DHS, 2006",Individual Recode,NIIR51SV.ZIP,SPSS dataset (.sav)
"Niger DHS-V, Standard DHS, 2006",Men's Recode,NIMR51.ZIP,Hierarchical
"Niger DHS-V, Standard DHS, 2006",Men's Recode,NIMR51DT.ZIP,Stata dataset (.dta)
"Niger DHS-V, Standard DHS, 2006",Men's Recode,NIMR51FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-V, Standard DHS, 2006",Men's Recode,NIMR51SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-V, Standard DHS, 2006",Men's Recode,NIMR51SV.ZIP,SPSS dataset (.sav)
"Niger DHS-VI, Standard DHS, 2012",Births Recode,NIBR61DT.ZIP,Stata dataset (.dta)
"Niger DHS-VI, Standard DHS, 2012",Births Recode,NIBR61FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-VI, Standard DHS, 2012",Births Recode,NIBR61SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-VI, Standard DHS, 2012",Births Recode,NIBR61SV.ZIP,SPSS dataset (.sav)
"Niger DHS-VI, Standard DHS, 2012",Children's Recode,NIKR61DT.ZIP,Stata dataset (.dta)
"Niger DHS-VI, Standard DHS, 2012",Children's Recode,NIKR61FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-VI, Standard DHS, 2012",Children's Recode,NIKR61SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-VI, Standard DHS, 2012",Children's Recode,NIKR61SV.ZIP,SPSS dataset (.sav)
"Niger DHS-VI, Standard DHS, 2012",Couples' Recode,NICR61DT.ZIP,Stata dataset (.dta)
"Niger DHS-VI, Standard DHS, 2012",Couples' Recode,NICR61FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-VI, Standard DHS, 2012",Couples' Recode,NICR61SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-VI, Standard DHS, 2012",Couples' Recode,NICR61SV.ZIP,SPSS dataset (.sav)
"Niger DHS-VI, Standard DHS, 2012",Household Member Recode,NIPR61DT.ZIP,Stata dataset (.dta)
"Niger DHS-VI, Standard DHS, 2012",Household Member Recode,NIPR61FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-VI, Standard DHS, 2012",Household Member Recode,NIPR61SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-VI, Standard DHS, 2012",Household Member Recode,NIPR61SV.ZIP,SPSS dataset (.sav)
"Niger DHS-VI, Standard DHS, 2012",Household Recode,NIHR61DT.ZIP,Stata dataset (.dta)
"Niger DHS-VI, Standard DHS, 2012",Household Recode,NIHR61FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-VI, Standard DHS, 2012",Household Recode,NIHR61SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-VI, Standard DHS, 2012",Household Recode,NIHR61SV.ZIP,SPSS dataset (.sav)
"Niger DHS-VI, Standard DHS, 2012",Individual Recode,NIIR61.ZIP,Hierarchical
"Niger DHS-VI, Standard DHS, 2012",Individual Recode,NIIR61DT.ZIP,Stata dataset (.dta)
"Niger DHS-VI, Standard DHS, 2012",Individual Recode,NIIR61FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-VI, Standard DHS, 2012",Individual Recode,NIIR61SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-VI, Standard DHS, 2012",Individual Recode,NIIR61SV.ZIP,SPSS dataset (.sav)
"Niger DHS-VI, Standard DHS, 2012",Men's Recode,NIMR61.ZIP,Hierarchical
"Niger DHS-VI, Standard DHS, 2012",Men's Recode,NIMR61DT.ZIP,Stata dataset (.dta)
"Niger DHS-VI, Standard DHS, 2012",Men's Recode,NIMR61FL.ZIP,Flat ASCII data (.dat)
"Niger DHS-VI, Standard DHS, 2012",Men's Recode,NIMR61SD.ZIP,SAS dataset (.sas7bdat)
"Niger DHS-VI, Standard DHS, 2012",Men's Recode,NIMR61SV.ZIP,SPSS dataset (.sav)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Births Recode,OSBR01DT.ZIP,Stata dataset (.dta)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Births Recode,OSBR01FL.ZIP,Flat ASCII data (.dat)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Births Recode,OSBR01SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Births Recode,OSBR01SV.ZIP,SPSS dataset (.sav)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Children's Recode,OSKR01DT.ZIP,Stata dataset (.dta)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Children's Recode,OSKR01FL.ZIP,Flat ASCII data (.dat)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Children's Recode,OSKR01SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Children's Recode,OSKR01SV.ZIP,SPSS dataset (.sav)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Height and Weight Scores - WHO Child Growth Standards,OSHW01.ZIP,Hierarchical
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Height and Weight Scores - WHO Child Growth Standards,OSHW01DT.ZIP,Stata dataset (.dta)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Height and Weight Scores - WHO Child Growth Standards,OSHW01FL.ZIP,Flat ASCII data (.dat)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Height and Weight Scores - WHO Child Growth Standards,OSHW01SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Height and Weight Scores - WHO Child Growth Standards,OSHW01SV.ZIP,SPSS dataset (.sav)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Household Raw,OSHH01.ZIP,Hierarchical
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Household Raw,OSHH01DT.ZIP,Stata dataset (.dta)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Household Raw,OSHH01FL.ZIP,Flat ASCII data (.dat)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Household Raw,OSHH01SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Household Raw,OSHH01SV.ZIP,SPSS dataset (.sav)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Individual Recode,OSIR01.ZIP,Hierarchical
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Individual Recode,OSIR01DT.ZIP,Stata dataset (.dta)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Individual Recode,OSIR01FL.ZIP,Flat ASCII data (.dat)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Individual Recode,OSIR01SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria (Ondo State) DHS-I, Special DHS, 1986",Individual Recode,OSIR01SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-II, Standard DHS, 1990",Births Recode,NGBR21DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-II, Standard DHS, 1990",Births Recode,NGBR21FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-II, Standard DHS, 1990",Births Recode,NGBR21SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-II, Standard DHS, 1990",Births Recode,NGBR21SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-II, Standard DHS, 1990",Children's Recode,NGKR21DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-II, Standard DHS, 1990",Children's Recode,NGKR21FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-II, Standard DHS, 1990",Children's Recode,NGKR21SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-II, Standard DHS, 1990",Children's Recode,NGKR21SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-II, Standard DHS, 1990",Height and Weight Scores - WHO Child Growth Standards,NGHW21.ZIP,Hierarchical
"Nigeria DHS-II, Standard DHS, 1990",Height and Weight Scores - WHO Child Growth Standards,NGHW21DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-II, Standard DHS, 1990",Height and Weight Scores - WHO Child Growth Standards,NGHW21FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-II, Standard DHS, 1990",Height and Weight Scores - WHO Child Growth Standards,NGHW21SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-II, Standard DHS, 1990",Height and Weight Scores - WHO Child Growth Standards,NGHW21SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-II, Standard DHS, 1990",Household Member Recode,NGPR21DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-II, Standard DHS, 1990",Household Member Recode,NGPR21FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-II, Standard DHS, 1990",Household Member Recode,NGPR21SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-II, Standard DHS, 1990",Household Member Recode,NGPR21SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-II, Standard DHS, 1990",Household Recode,NGHR21DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-II, Standard DHS, 1990",Household Recode,NGHR21FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-II, Standard DHS, 1990",Household Recode,NGHR21SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-II, Standard DHS, 1990",Household Recode,NGHR21SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-II, Standard DHS, 1990",Individual Recode,NGIR21.ZIP,Hierarchical
"Nigeria DHS-II, Standard DHS, 1990",Individual Recode,NGIR21DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-II, Standard DHS, 1990",Individual Recode,NGIR21FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-II, Standard DHS, 1990",Individual Recode,NGIR21SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-II, Standard DHS, 1990",Individual Recode,NGIR21SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-II, Standard DHS, 1990",Service Availability Raw,NGSQ23.ZIP,Hierarchical
"Nigeria DHS-II, Standard DHS, 1990",Service Availability Raw,NGSQ23DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-II, Standard DHS, 1990",Service Availability Raw,NGSQ23FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-II, Standard DHS, 1990",Service Availability Raw,NGSQ23SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-II, Standard DHS, 1990",Service Availability Raw,NGSQ23SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-II, Standard DHS, 1990",Wealth Index,NGWI21.ZIP,Hierarchical
"Nigeria DHS-II, Standard DHS, 1990",Wealth Index,NGWI21DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-II, Standard DHS, 1990",Wealth Index,NGWI21FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-II, Standard DHS, 1990",Wealth Index,NGWI21SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-II, Standard DHS, 1990",Wealth Index,NGWI21SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-IV, Standard DHS, 2003",Births Recode,NGBR4BDT.ZIP,Stata dataset (.dta)
"Nigeria DHS-IV, Standard DHS, 2003",Births Recode,NGBR4BFL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-IV, Standard DHS, 2003",Births Recode,NGBR4BSD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-IV, Standard DHS, 2003",Births Recode,NGBR4BSV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-IV, Standard DHS, 2003",Children's Recode,NGKR4BDT.ZIP,Stata dataset (.dta)
"Nigeria DHS-IV, Standard DHS, 2003",Children's Recode,NGKR4BFL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-IV, Standard DHS, 2003",Children's Recode,NGKR4BSD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-IV, Standard DHS, 2003",Children's Recode,NGKR4BSV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-IV, Standard DHS, 2003",Couples' Recode,NGCR4ADT.ZIP,Stata dataset (.dta)
"Nigeria DHS-IV, Standard DHS, 2003",Couples' Recode,NGCR4AFL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-IV, Standard DHS, 2003",Couples' Recode,NGCR4ASD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-IV, Standard DHS, 2003",Couples' Recode,NGCR4ASV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-IV, Standard DHS, 2003",Height and Weight Scores - WHO Child Growth Standards,NGHW4B.ZIP,Hierarchical
"Nigeria DHS-IV, Standard DHS, 2003",Height and Weight Scores - WHO Child Growth Standards,NGHW4BDT.ZIP,Stata dataset (.dta)
"Nigeria DHS-IV, Standard DHS, 2003",Height and Weight Scores - WHO Child Growth Standards,NGHW4BFL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-IV, Standard DHS, 2003",Height and Weight Scores - WHO Child Growth Standards,NGHW4BSD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-IV, Standard DHS, 2003",Height and Weight Scores - WHO Child Growth Standards,NGHW4BSV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-IV, Standard DHS, 2003",Household Member Recode,NGPR4CDT.ZIP,Stata dataset (.dta)
"Nigeria DHS-IV, Standard DHS, 2003",Household Member Recode,NGPR4CFL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-IV, Standard DHS, 2003",Household Member Recode,NGPR4CSD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-IV, Standard DHS, 2003",Household Member Recode,NGPR4CSV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-IV, Standard DHS, 2003",Household Recode,NGHR4BDT.ZIP,Stata dataset (.dta)
"Nigeria DHS-IV, Standard DHS, 2003",Household Recode,NGHR4BFL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-IV, Standard DHS, 2003",Household Recode,NGHR4BSD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-IV, Standard DHS, 2003",Household Recode,NGHR4BSV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-IV, Standard DHS, 2003",Individual Recode,NGIR4B.ZIP,Hierarchical
"Nigeria DHS-IV, Standard DHS, 2003",Individual Recode,NGIR4BDT.ZIP,Stata dataset (.dta)
"Nigeria DHS-IV, Standard DHS, 2003",Individual Recode,NGIR4BFL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-IV, Standard DHS, 2003",Individual Recode,NGIR4BSD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-IV, Standard DHS, 2003",Individual Recode,NGIR4BSV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-IV, Standard DHS, 2003",Men's Recode,NGMR4A.ZIP,Hierarchical
"Nigeria DHS-IV, Standard DHS, 2003",Men's Recode,NGMR4ADT.ZIP,Stata dataset (.dta)
"Nigeria DHS-IV, Standard DHS, 2003",Men's Recode,NGMR4AFL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-IV, Standard DHS, 2003",Men's Recode,NGMR4ASD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-IV, Standard DHS, 2003",Men's Recode,NGMR4ASV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-V, Standard DHS, 2008",Births Recode,NGBR53DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-V, Standard DHS, 2008",Births Recode,NGBR53FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-V, Standard DHS, 2008",Births Recode,NGBR53SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-V, Standard DHS, 2008",Births Recode,NGBR53SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-V, Standard DHS, 2008",Children's Recode,NGKR53DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-V, Standard DHS, 2008",Children's Recode,NGKR53FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-V, Standard DHS, 2008",Children's Recode,NGKR53SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-V, Standard DHS, 2008",Children's Recode,NGKR53SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-V, Standard DHS, 2008",Couples' Recode,NGCR53DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-V, Standard DHS, 2008",Couples' Recode,NGCR53FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-V, Standard DHS, 2008",Couples' Recode,NGCR53SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-V, Standard DHS, 2008",Couples' Recode,NGCR53SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-V, Standard DHS, 2008",Household Member Recode,NGPR53DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-V, Standard DHS, 2008",Household Member Recode,NGPR53FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-V, Standard DHS, 2008",Household Member Recode,NGPR53SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-V, Standard DHS, 2008",Household Member Recode,NGPR53SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-V, Standard DHS, 2008",Household Recode,NGHR53DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-V, Standard DHS, 2008",Household Recode,NGHR53FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-V, Standard DHS, 2008",Household Recode,NGHR53SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-V, Standard DHS, 2008",Household Recode,NGHR53SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-V, Standard DHS, 2008",Individual Recode,NGIR53.ZIP,Hierarchical
"Nigeria DHS-V, Standard DHS, 2008",Individual Recode,NGIR53DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-V, Standard DHS, 2008",Individual Recode,NGIR53FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-V, Standard DHS, 2008",Individual Recode,NGIR53SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-V, Standard DHS, 2008",Individual Recode,NGIR53SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-V, Standard DHS, 2008",Men's Recode,NGMR52.ZIP,Hierarchical
"Nigeria DHS-V, Standard DHS, 2008",Men's Recode,NGMR52DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-V, Standard DHS, 2008",Men's Recode,NGMR52FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-V, Standard DHS, 2008",Men's Recode,NGMR52SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-V, Standard DHS, 2008",Men's Recode,NGMR52SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-VI, MIS, 2010",Births Recode,NGBR61DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-VI, MIS, 2010",Births Recode,NGBR61FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-VI, MIS, 2010",Births Recode,NGBR61SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-VI, MIS, 2010",Births Recode,NGBR61SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-VI, MIS, 2010",Children's Recode,NGKR61DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-VI, MIS, 2010",Children's Recode,NGKR61FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-VI, MIS, 2010",Children's Recode,NGKR61SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-VI, MIS, 2010",Children's Recode,NGKR61SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-VI, MIS, 2010",Household Member Recode,NGPR61DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-VI, MIS, 2010",Household Member Recode,NGPR61FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-VI, MIS, 2010",Household Member Recode,NGPR61SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-VI, MIS, 2010",Household Member Recode,NGPR61SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-VI, MIS, 2010",Household Recode,NGHR61DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-VI, MIS, 2010",Household Recode,NGHR61FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-VI, MIS, 2010",Household Recode,NGHR61SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-VI, MIS, 2010",Household Recode,NGHR61SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-VI, MIS, 2010",Individual Recode,NGIR61.ZIP,Hierarchical
"Nigeria DHS-VI, MIS, 2010",Individual Recode,NGIR61DT.ZIP,Stata dataset (.dta)
"Nigeria DHS-VI, MIS, 2010",Individual Recode,NGIR61FL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-VI, MIS, 2010",Individual Recode,NGIR61SD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-VI, MIS, 2010",Individual Recode,NGIR61SV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-VI, Standard DHS, 2013",Births Recode,NGBR6ADT.ZIP,Stata dataset (.dta)
"Nigeria DHS-VI, Standard DHS, 2013",Births Recode,NGBR6AFL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-VI, Standard DHS, 2013",Births Recode,NGBR6ASD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-VI, Standard DHS, 2013",Births Recode,NGBR6ASV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-VI, Standard DHS, 2013",Children's Recode,NGKR6ADT.ZIP,Stata dataset (.dta)
"Nigeria DHS-VI, Standard DHS, 2013",Children's Recode,NGKR6AFL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-VI, Standard DHS, 2013",Children's Recode,NGKR6ASD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-VI, Standard DHS, 2013",Children's Recode,NGKR6ASV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-VI, Standard DHS, 2013",Couples' Recode,NGCR6ADT.ZIP,Stata dataset (.dta)
"Nigeria DHS-VI, Standard DHS, 2013",Couples' Recode,NGCR6AFL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-VI, Standard DHS, 2013",Couples' Recode,NGCR6ASD.ZIP,SAS dataset (.sas7bdat)
"Nigeria DHS-VI, Standard DHS, 2013",Couples' Recode,NGCR6ASV.ZIP,SPSS dataset (.sav)
"Nigeria DHS-VI, Standard DHS, 2013",Household Member Recode,NGPR6ADT.ZIP,Stata dataset (.dta)
"Nigeria DHS-VI, Standard DHS, 2013",Household Member Recode,NGPR6AFL.ZIP,Flat ASCII data (.dat)
"Nigeria DHS-VI, Standard DHS, 2013",Household Member Recode,NGPR6ASD.ZIP,SAS dataset (.sas7bdat)
